subscription_id,project_id__hashed,plan_id,reporting_date,subscription_period_start,subscription_period_end,subscription_period_number,cumulative_data_usage_megabyte,cumulative_voice_usage_minutes,cumulative_sms_usage,number_of_addons_activated
sub_1567f95a8ec6d98af22137efe9c1,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_af7b4a30086929d37e7f4eb3daed,2024-06-07 00:00:00,2024-05-08,2024-06-08,4,706.0080640000001,177.0,1112.000000000,0
sub_77fae6ecf5329818fbe65418c355,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,3,3.059712,44.0,6.000000000,0
sub_7a46310468569109ac9cb42eb307,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,4,295.01030399999996,2290.0,1103.000000000,0
sub_7d69d9cc577ef6deb3e326cf96e2,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-06-07 00:00:00,2024-05-08,2024-06-08,3,14159.968255999998,96.0,168.000000000,0
sub_fcbb37cc3d006ca6390fcfe9e807,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,3,3.3628159999999996,170.0,32.000000000,0
sub_4414c51229a3248e10d7d613e577,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-06-07 00:00:00,2024-05-08,2024-06-08,2,3101.891584,534.0,705.000000000,0
sub_18819ee97a731ab1a0129860f578,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,3,0.0,0.0,0.000000000,0
sub_bd31eaba7613f8a06148095bc5f2,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-16,2024-06-07,4,0.0,0.0,0.000000000,0
sub_d746b6f954c322a5e30bb97e6c28,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-06-07 00:00:00,2024-05-08,2024-06-08,3,986.745856,42.0,54.000000000,0
sub_90c2bb3d123e226b54ef3b816136,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,1,0.0,0.0,0.000000000,0
sub_aab80311a092e2c0b8d20f55b454,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,1,31.647744000000003,64.0,45.000000000,0
sub_552fde2a1cff5b5dcad68fd60c1a,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,1,29.082624,1.0,8.000000000,0
sub_65cc89f07820d4810a443085c9c1,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,3,300.084224,466.0,492.000000000,0
sub_8a5e2a17d2c8cf8fbedf6e88cd3d,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_af7b4a30086929d37e7f4eb3daed,2024-06-07 00:00:00,2024-05-08,2024-06-08,1,46.903296,0.0,9.000000000,0
sub_3a72e39e08bb39eb841145406e03,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-06-07 00:00:00,2024-05-08,2024-06-08,4,134188.208128,161.0,217.000000000,0
sub_0f054b58afc90fa6e7b098e94449,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,1,795.557888,490.0,180.000000000,0
sub_8c25e8feb667990f587296dbfc79,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,4,115.342336,0.0,0.000000000,0
sub_87096eb56221de360a18bbcb060c,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,1,1426.2056960000002,506.0,593.000000000,0
sub_4370c49e9d2d8b0519a5a9c2de0f,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,3,0.0,0.0,0.000000000,0
sub_c22e7c90d9b7b1dec270601b2fcb,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,1,76.780544,214.0,483.000000000,0
sub_a19d91e96cbe2822d137659f46cf,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-07 00:00:00,2024-05-08,2024-06-08,3,0.0,0.0,0.000000000,0
sub_ec370c3230a5d639288d7b06504b,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,2,0.0,0.0,0.000000000,0
sub_b60b226c87d626eb8d42e73e11a5,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,338.256896,112.0,5065.000000000,0
sub_b8f474afb3a8fafcb13da17b4f1e,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,45.37856,28.0,28.000000000,0
sub_d96c2ac4ac3414958e5199163a56,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,2,0.0,0.0,0.000000000,0
sub_677d9e0dc71e51650c51a6e99b37,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,102.47679999999998,367.0,48.000000000,0
sub_6eb1fc81890f1ca93ffcbb8194d7,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,2,68.11443200000001,951.0,454.000000000,0
sub_e4a63779ed979fa61807d673c3f0,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,3,482.372608,40.0,86.000000000,0
sub_a05e9f2d6121a9aa285cc3af2535,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,14468.219904,150.0,59.000000000,0
sub_64637c9963a2ffda1aa1b3286bf4,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_af7b4a30086929d37e7f4eb3daed,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,0.0,0.0,0.000000000,0
sub_9a0871dd9010a94dd77843840c2a,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,3,27.492352,38.0,75.000000000,0
sub_747c7edbf72b9a51dcdb3edf6d53,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-26,2024-06-08,2,0.0,0.0,0.000000000,0
sub_261aed271ad3cdbcc3b5e9f7397e,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,15.935488,0.0,3.000000000,0
sub_fff6fbc20d770a6f8b43edb71b27,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,3,14.523392,1.0,6.000000000,0
sub_b5a896a69954e1b166e09d3acf6d,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,0.0,0.0,0.000000000,0
sub_db8f42ff850f25cda287259916b0,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,132.210688,318.0,991.000000000,0
sub_000df9d850a8dd32e27f6d7cf0cc,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,196.996096,434.0,664.000000000,0
sub_a1453578b4399157ee8b945e2d01,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-06-08 00:00:00,2024-05-09,2024-06-09,2,55255.269376,289.0,104.000000000,0
sub_a5322ed1ee3c49ebf3917e332d9c,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,371.88198399999993,1.0,9.000000000,0
sub_116ea67be5a8ba15ea3fb94198a3,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,107.96032000000001,43.0,30.000000000,0
sub_6dead741ea134584bacb632c90ca,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,2,5.224448,0.0,3.000000000,0
sub_3b9a65706ae01e310a3c3d7cfba0,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,1040.290816,477.0,995.000000000,0
sub_a8fc26e2756fe2d644ea28127afc,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,2,0.0,0.0,0.000000000,0
sub_5abff651f25148fadefec95e2f97,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,3,0.0,0.0,0.000000000,0
sub_79c118c6625988450a807d0bde08,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,237.00480000000002,523.0,1288.000000000,0
sub_ac0a3b1718d864d7f3757eba0f71,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,0.044032,0.0,0.000000000,0
sub_eefc89eaa2cf5e9b0f2756bf1eac,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,1029.741568,80.0,575.000000000,0
sub_43fddcb3339bf8a2825665ebe67d,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-25,2024-06-08,2,0.0,0.0,0.000000000,0
sub_9b30fddcc88fa40a493ce9736e25,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,0.431104,0.0,0.000000000,0
sub_d6ad4270d522052b7b869d563391,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,19.835904,0.0,0.000000000,0
sub_71aa2df27ec350d26371e2117e0e,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_af7b4a30086929d37e7f4eb3daed,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,0.0,0.0,0.000000000,0
sub_6f730954b2c6ff51099c76c019db,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,38.49728,71.0,155.000000000,0
sub_82d4086761c7d8849480d53c699b,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_af7b4a30086929d37e7f4eb3daed,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,743.07584,84.0,4.000000000,0
sub_cc1fe5fecb3a4f79d92eac01456f,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,66.70745600000001,446.0,689.000000000,0
sub_fa772824b41ffd3dce2ffb0dc6a4,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,3,20.261888,0.0,0.000000000,0
sub_d088926d2542f26878cd3172c8d2,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,0.0,0.0,0.000000000,0
sub_3a74a039c569f84b5cc81a5477b5,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,3355.35104,291.0,537.000000000,0
sub_2d8aba0d10c8fe1403dc671f1ed2,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,3,1026.095104,101.0,1015.000000000,0
sub_f36571b4f5d75620b1757660f935,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,2,0.0,0.0,0.000000000,0
sub_fb1da10efc0bc59cfcd2c8e73039,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,1,34.727936,1.0,17.000000000,0
sub_e67c6074c394aeaf9d162bf251e3,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-09,2024-06-09,2,175.736832,868.0,1869.000000000,0
sub_4136eea9968eec55528d91385331,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_af7b4a30086929d37e7f4eb3daed,2024-06-08 00:00:00,2024-05-09,2024-06-09,4,0.0,0.0,0.000000000,0
sub_363d4a2761467f6f230f844afde8,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-08 00:00:00,2024-05-25,2024-06-08,2,0.0,0.0,0.000000000,0
sub_b67e45ca249de75db24f6344bb71,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,2,123.57632000000001,0.0,0.000000000,0
sub_0f5816d59cf69ca6cfee0458d416,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,1,0.218112,10.0,2.000000000,0
sub_f97dc93769dc8ae36e9f6f509f06,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,4,0.0,0.0,0.000000000,0
sub_fc06bf5e2b56b77911f450ff2551,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,1,5.230592,17.0,1.000000000,0
sub_89fe6a04f26fd54fa3a9ab10fed7,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,3,0.0,0.0,0.000000000,0
sub_b4fc140da890fe04c48480614aa3,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,2,0.0,0.0,0.000000000,0
sub_ff215773f5114e5326172271aa14,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,4,31.243264,456.0,151.000000000,0
sub_bc38edb53157042cb8ebef46d0dd,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,4,0.0,0.0,0.000000000,0
sub_faff1fd983b37ba6c8f9bc96d6ef,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,4,0.0,0.0,0.000000000,0
sub_59659fbde949b7b6aa644b043855,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,4,6.848512,5.0,6.000000000,0
sub_ebd023ff883c72507dbb10ffbb8e,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,4,58.234880000000004,1690.0,848.000000000,0
sub_484a836cde353a0507d5a3f1c08b,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,2,0.0,0.0,0.000000000,0
sub_0ef7f0615e1f7160f59abfd114c9,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,1,1264.489472,518.0,354.000000000,0
sub_8e2c06722c717a5d2ce80106b822,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,4,36.235264,34.0,93.000000000,0
sub_01c7593ff53bcf2e90678637e0cd,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-18,2024-06-09,3,0.0,0.0,0.000000000,0
sub_6929f9149aae3e7f27d8cab1c1c7,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,4,0.0,0.0,0.000000000,0
sub_08ca4895c14b317f41b2d4d65ce2,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,1,63.747071999999996,281.0,358.000000000,0
sub_2d8ac7e3d414bb8950eca4d81fcd,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-06-09 00:00:00,2024-05-10,2024-06-10,1,2.930688,0.0,2.000000000,0
sub_ae4b61f8f844258d738e5deee840,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,3,151.457792,1244.0,461.000000000,0
sub_5105e2954240d15021f13c4364a9,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-09 00:00:00,2024-05-10,2024-06-10,4,131.52768,641.0,204.000000000,0
sub_eacecb74ce5556c1dadb5c2ec063,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,4,1611.875328,7.0,115.000000000,0
sub_b3d19304febf643de24b47f285e4,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,2,42.241023999999996,268.0,99.000000000,0
sub_8f41d5135ecaaa7bead164fedc19,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,4,137.32249599999997,33.0,25.000000000,0
sub_fa3becb53f08ff59ce006738b647,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,1,98.86003199999999,2866.0,462.000000000,0
sub_1912c25abbfc08c99c8b1afbad4e,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-06-10 00:00:00,2024-05-11,2024-06-11,4,7396.46976,19.0,54.000000000,0
sub_055aa28b3ad5c27854528ffcd44e,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,1,2670.3103999999994,488.0,185.000000000,0
sub_34d72306c10aaf1f6afa142a916b,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_af7b4a30086929d37e7f4eb3daed,2024-06-10 00:00:00,2024-05-11,2024-06-11,2,31.663104,207.0,295.000000000,0
sub_2673019bc9db4ab0c2c6dd0fd3c7,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,3,12.772352,234.0,121.000000000,0
sub_bccd61a0682f32f66a896e4cd1ca,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,2,0.0,0.0,0.000000000,0
sub_0f6f2ef2f6d2642b1f9b809df584,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,4,0.0,0.0,0.000000000,0
sub_2ec9f121958082ebbc4f1bb7b71e,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-06-10 00:00:00,2024-05-11,2024-06-11,4,0.0,0.0,0.000000000,0
sub_b610599270ba15f9ee3c61ccb033,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,3,61.406208,585.0,354.000000000,0
sub_816f0b69e9a7ba822319757ad74d,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,4,48.575488,391.0,1657.000000000,0
sub_1ec8a821cdec92ac0c2a0884a8fa,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,3,20.94592,72.0,81.000000000,0
sub_ad5cacb8f2bc9a4fc96fd5a0ddc3,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,4,3.547136,0.0,0.000000000,0
sub_35558820dd14d2c3a27aead9687e,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-06-10 00:00:00,2024-05-11,2024-06-11,4,10.873856,0.0,9.000000000,0
